#Data for Z=76, E=0.2-100 keV
#     E              f2 
#   keV           e atom-1
2.3583878E+00  2.8995E+01
2.3701797E+00  2.8789E+01
2.3820306E+00  2.8585E+01
2.3939407E+00  2.8383E+01
2.4059104E+00  2.8182E+01
2.4179400E+00  2.7983E+01
2.4300297E+00  2.7785E+01
2.4421798E+00  2.7588E+01
2.4543907E+00  2.7393E+01
2.4549050E+00  2.7385E+01
2.4594951E+00  3.2005E+01
2.4666627E+00  3.1869E+01
2.4789960E+00  3.1639E+01
2.4913910E+00  3.1410E+01
2.5038479E+00  3.1183E+01
2.5163672E+00  3.0957E+01
2.5289490E+00  3.0733E+01
2.5415938E+00  3.0511E+01
2.5543017E+00  3.0287E+01
2.5670732E+00  3.0060E+01
2.5799086E+00  2.9836E+01
2.5928082E+00  2.9628E+01
2.6057722E+00  2.9422E+01
2.6188011E+00  2.9219E+01
2.6318951E+00  2.9017E+01
2.6450545E+00  2.8816E+01
2.6582798E+00  2.8614E+01
2.6715712E+00  2.8414E+01
2.6849291E+00  2.8216E+01
2.6983537E+00  2.8020E+01
2.7118455E+00  2.7825E+01
2.7254047E+00  2.7633E+01
2.7390317E+00  2.7442E+01
2.7527269E+00  2.7253E+01
2.7664905E+00  2.7065E+01
2.7803230E+00  2.6879E+01
2.7883189E+00  2.6772E+01
2.7942246E+00  2.8526E+01
2.7960812E+00  2.8499E+01
2.8081957E+00  2.8323E+01
2.8222367E+00  2.8122E+01
2.8363479E+00  2.7922E+01
2.8505296E+00  2.7724E+01
2.8647823E+00  2.7528E+01
2.8791062E+00  2.7332E+01
2.8935017E+00  2.7139E+01
2.9079692E+00  2.6946E+01
2.9225091E+00  2.6756E+01
2.9371216E+00  2.6574E+01
2.9518072E+00  2.6401E+01
2.9665662E+00  2.6231E+01
2.9813991E+00  2.6063E+01
2.9963061E+00  2.5896E+01
3.0112876E+00  2.5713E+01
3.0263440E+00  2.5525E+01
3.0414758E+00  2.5339E+01
3.0422811E+00  2.5329E+01
3.0547190E+00  2.6294E+01
3.0566831E+00  2.6270E+01
3.0719666E+00  2.6085E+01
3.0873264E+00  2.5900E+01
3.1027630E+00  2.5717E+01
3.1182768E+00  2.5536E+01
3.1338682E+00  2.5356E+01
3.1495376E+00  2.5177E+01
3.1652853E+00  2.4999E+01
3.1811117E+00  2.4822E+01
3.1970172E+00  2.4646E+01
3.2130023E+00  2.4469E+01
3.2290673E+00  2.4294E+01
3.2452127E+00  2.4119E+01
3.2614387E+00  2.3946E+01
3.2777459E+00  2.3774E+01
3.2941347E+00  2.3603E+01
3.3106053E+00  2.3433E+01
3.3271584E+00  2.3264E+01
3.3437941E+00  2.3096E+01
3.3605131E+00  2.2930E+01
3.3773157E+00  2.2765E+01
3.3942023E+00  2.2601E+01
3.4111733E+00  2.2438E+01
3.4282291E+00  2.2276E+01
3.4453703E+00  2.2115E+01
3.4625971E+00  2.1955E+01
3.4799101E+00  2.1797E+01
3.4973097E+00  2.1640E+01
3.5147962E+00  2.1483E+01
3.5323702E+00  2.1328E+01
3.5500321E+00  2.1175E+01
3.5677822E+00  2.1022E+01
3.5856211E+00  2.0870E+01
3.6035492E+00  2.0720E+01
3.6215670E+00  2.0571E+01
3.6396748E+00  2.0423E+01
3.6578732E+00  2.0276E+01
3.6761626E+00  2.0130E+01
3.6945434E+00  1.9986E+01
3.7130161E+00  1.9843E+01
3.7315812E+00  1.9700E+01
3.7502391E+00  1.9559E+01
3.7689903E+00  1.9420E+01
3.7878352E+00  1.9281E+01
3.8067744E+00  1.9143E+01
3.8258083E+00  1.9007E+01
3.8449373E+00  1.8871E+01
3.8641620E+00  1.8737E+01
3.8834828E+00  1.8604E+01
3.9029002E+00  1.8472E+01
3.9224147E+00  1.8340E+01
3.9420268E+00  1.8202E+01
3.9617369E+00  1.8065E+01
3.9815456E+00  1.7929E+01
4.0014533E+00  1.7793E+01
4.0214606E+00  1.7659E+01
4.0415679E+00  1.7526E+01
4.0617757E+00  1.7395E+01
4.0820846E+00  1.7259E+01
4.1024950E+00  1.7124E+01
4.1230075E+00  1.6991E+01
4.1436226E+00  1.6859E+01
4.1643407E+00  1.6728E+01
4.1851624E+00  1.6598E+01
4.2060882E+00  1.6470E+01
4.2271186E+00  1.6342E+01
4.2482542E+00  1.6216E+01
4.2694955E+00  1.6091E+01
4.2908430E+00  1.5967E+01
4.3122972E+00  1.5844E+01
4.3338587E+00  1.5723E+01
4.3555280E+00  1.5602E+01
4.3773056E+00  1.5483E+01
4.3991921E+00  1.5365E+01
4.4211881E+00  1.5247E+01
4.4432940E+00  1.5131E+01
4.4655105E+00  1.5016E+01
4.4878381E+00  1.4902E+01
4.5102772E+00  1.4789E+01
4.5328286E+00  1.4677E+01
4.5554928E+00  1.4566E+01
4.5782702E+00  1.4456E+01
4.6011616E+00  1.4347E+01
4.6241674E+00  1.4239E+01
4.6472882E+00  1.4132E+01
4.6705247E+00  1.4026E+01
4.6938773E+00  1.3921E+01
4.7173467E+00  1.3817E+01
4.7409334E+00  1.3714E+01
4.7646381E+00  1.3611E+01
4.7884613E+00  1.3510E+01
4.8124036E+00  1.3409E+01
4.8364656E+00  1.3310E+01
4.8606479E+00  1.3211E+01
4.8849512E+00  1.3113E+01
4.9093759E+00  1.3016E+01
4.9339228E+00  1.2917E+01
4.9585924E+00  1.2817E+01
4.9833854E+00  1.2719E+01
5.0083023E+00  1.2621E+01
5.0333438E+00  1.2524E+01
5.0585105E+00  1.2428E+01
5.0838031E+00  1.2333E+01
5.1092221E+00  1.2239E+01
5.1347682E+00  1.2145E+01
5.1604421E+00  1.2051E+01
5.1862443E+00  1.1959E+01
5.2121755E+00  1.1867E+01
5.2382364E+00  1.1776E+01
5.2644276E+00  1.1685E+01
5.2907497E+00  1.1596E+01
5.3172034E+00  1.1507E+01
5.3437895E+00  1.1419E+01
5.3705084E+00  1.1332E+01
5.3973609E+00  1.1246E+01
5.4243477E+00  1.1161E+01
5.4514695E+00  1.1075E+01
5.4787268E+00  1.0991E+01
5.5061205E+00  1.0907E+01
5.5336511E+00  1.0824E+01
5.5613193E+00  1.0742E+01
5.5891259E+00  1.0660E+01
5.6170716E+00  1.0577E+01
5.6451569E+00  1.0494E+01
5.6733827E+00  1.0413E+01
5.7017496E+00  1.0332E+01
5.7302584E+00  1.0252E+01
5.7589096E+00  1.0173E+01
5.7877042E+00  1.0094E+01
5.8166427E+00  1.0016E+01
5.8457259E+00  9.9388E+00
5.8749546E+00  9.8622E+00
5.9043293E+00  9.7863E+00
5.9338510E+00  9.7111E+00
5.9635202E+00  9.6365E+00
5.9933378E+00  9.5626E+00
6.0233045E+00  9.4894E+00
6.0534210E+00  9.4168E+00
6.0836882E+00  9.3449E+00
6.1141066E+00  9.2732E+00
6.1446771E+00  9.2019E+00
6.1754005E+00  9.1312E+00
6.2062775E+00  9.0611E+00
6.2373089E+00  8.9917E+00
6.2684954E+00  8.9228E+00
6.2998379E+00  8.8546E+00
6.3313371E+00  8.7870E+00
6.3629938E+00  8.7199E+00
6.3948088E+00  8.6534E+00
6.4267828E+00  8.5876E+00
6.4589167E+00  8.5223E+00
6.4912113E+00  8.4575E+00
6.5236674E+00  8.3934E+00
6.5562857E+00  8.3297E+00
6.5890671E+00  8.2667E+00
6.6220125E+00  8.2042E+00
6.6551225E+00  8.1422E+00
6.6883981E+00  8.0808E+00
6.7218401E+00  8.0199E+00
6.7554493E+00  7.9595E+00
6.7892266E+00  7.8996E+00
6.8231727E+00  7.8403E+00
6.8572886E+00  7.7815E+00
6.8915750E+00  7.7232E+00
6.9260329E+00  7.6653E+00
6.9606631E+00  7.6080E+00
6.9954664E+00  7.5512E+00
7.0304437E+00  7.4949E+00
7.0655959E+00  7.4390E+00
7.1009239E+00  7.3836E+00
7.1364285E+00  7.3288E+00
7.1721107E+00  7.2743E+00
7.2079712E+00  7.2204E+00
7.2440111E+00  7.1669E+00
7.2802311E+00  7.1138E+00
7.3166323E+00  7.0612E+00
7.3532155E+00  7.0091E+00
7.3899815E+00  6.9574E+00
7.4269314E+00  6.9061E+00
7.4640661E+00  6.8553E+00
7.5013864E+00  6.8049E+00
7.5388934E+00  6.7549E+00
7.5765878E+00  6.7054E+00
7.6144708E+00  6.6563E+00
7.6525431E+00  6.6076E+00
7.6908058E+00  6.5593E+00
7.7292599E+00  6.5114E+00
7.7679062E+00  6.4639E+00
7.8067457E+00  6.4168E+00
7.8457794E+00  6.3701E+00
7.8850083E+00  6.3238E+00
7.9244334E+00  6.2779E+00
7.9640555E+00  6.2324E+00
8.0038758E+00  6.1872E+00
8.0438952E+00  6.1425E+00
8.0841147E+00  6.0981E+00
8.1245352E+00  6.0541E+00
8.1651579E+00  6.0104E+00
8.2059837E+00  5.9671E+00
8.2470136E+00  5.9242E+00
8.2882487E+00  5.8816E+00
8.3296899E+00  5.8394E+00
8.3713384E+00  5.7976E+00
8.4131951E+00  5.7560E+00
8.4552610E+00  5.7149E+00
8.4975373E+00  5.6739E+00
8.5400250E+00  5.6323E+00
9.030794E+00  5.1662E+00
9.653919E+00  4.6054E+00
1.032004E+01  4.1140E+00
1.065348E+01  3.9003E+00
1.081655E+01  3.7989E+00
1.086003E+01  3.7726E+00
1.092525E+01  1.0054E+01
1.103212E+01  9.8862E+00
1.108832E+01  9.7998E+00
1.179334E+01  8.8051E+00
1.213730E+01  8.3732E+00
1.232308E+01  8.1516E+00
1.237262E+01  8.0940E+00
1.244693E+01  1.1198E+01
1.260708E+01  1.0954E+01
1.263270E+01  1.0915E+01
1.270864E+01  1.0803E+01
1.290316E+01  1.0524E+01
1.295503E+01  1.0451E+01
1.303284E+01  1.1989E+01
1.322736E+01  1.1716E+01
1.347697E+01  1.1380E+01
1.440688E+01  1.0243E+01
1.540095E+01  9.2061E+00
1.646362E+01  8.2709E+00
1.759961E+01  7.4210E+00
1.881398E+01  6.6588E+00
2.011215E+01  5.9775E+00
2.149988E+01  5.3686E+00
2.298338E+01  4.8164E+00
2.456923E+01  4.3229E+00
2.626450E+01  3.8784E+00
2.807676E+01  3.4496E+00
3.001405E+01  3.0625E+00
3.208502E+01  2.7212E+00
3.429889E+01  2.4198E+00
3.666551E+01  2.1537E+00
3.919543E+01  1.9184E+00
4.189992E+01  1.7101E+00
4.479101E+01  1.5255E+00
4.788159E+01  1.3611E+00
5.118542E+01  1.2132E+00
5.471721E+01  1.0816E+00
5.849270E+01  9.6140E-01
6.252870E+01  8.5345E-01
6.684318E+01  7.5785E-01
7.145536E+01  6.7312E-01
7.239338E+01  6.5775E-01
7.350144E+01  6.4032E-01
7.379693E+01  6.3580E-01
7.424015E+01  3.1906E+00
7.534821E+01  3.1202E+00
7.638578E+01  3.0566E+00
8.165640E+01  2.7456E+00
8.729069E+01  2.4600E+00
9.331374E+01  2.2080E+00
9.975239E+01  1.9780E+00
